,name,mass,year,reclat,reclong
24052,Meteorite Hills 96534,51.5,1996.0,-79.68333,159.75
24053,Meteorite Hills 96535,45.0,1996.0,-79.68333,159.75
24054,Meteorite Hills 96536,45.8,1996.0,-79.68333,159.75
24055,Meteorite Hills 96537,31.5,1996.0,-79.68333,159.75
26189,Mount DeWitt 96600,1644.4,1996.0,-77.2,159.83333000000002
26190,Mount DeWitt 96601,17.4,1996.0,-77.2,159.83333000000002
793,Piplia Kalan,42000.0,1996.0,26.03472,73.94167
35811,Rammya,2481.0,1996.0,31.16667,-3.91667
36014,Rencoret 001,1992.0,1996.0,-23.17556,-69.71833000000001
36387,Roosevelt County 096,212.2,1996.0,34.09167,-103.67667
36388,Roosevelt County 097,56.0,1996.0,33.95833,-103.93833000000001
1011,Tsukuba,800.0,1996.0,36.06333,140.145
1015,Turtle Lake,89.3,1996.0,45.34583,-92.05167
38193,Uruq al Hadd 002,3700.0,1996.0,18.5,52.16667
1113,Abu Moharek,4500.0,1997.0,27.239440000000002,29.835829999999998
1498,Acfer 392,74.0,1997.0,27.51667,3.8666699999999996
1499,Acfer 393,74.0,1997.0,27.58333,4.03333
1525,Adrar Madet,1113.0,1997.0,18.5,10.4
2400,Allan Hills 97100,342.8,1997.0,-76.71667,159.66666999999998
2401,Allan Hills 97101,222.4,1997.0,-76.71667,159.66666999999998
2402,Allan Hills 97102,190.3,1997.0,-76.71667,159.66666999999998
2403,Allan Hills 97103,83.3,1997.0,-76.71667,159.66666999999998
2404,Allan Hills 97104,67.1,1997.0,-76.71667,159.66666999999998
2405,Allan Hills 97105,17.8,1997.0,-76.71667,159.66666999999998
2406,Allan Hills 97106,15.3,1997.0,-76.71667,159.66666999999998
2407,Allan Hills 97107,44.1,1997.0,-76.71667,159.66666999999998
2408,Allan Hills 97108,60.1,1997.0,-76.71667,159.66666999999998
2409,Allan Hills 97109,33.4,1997.0,-76.71667,159.66666999999998
2410,Allan Hills 97110,3.6,1997.0,-76.71667,159.66666999999998
2411,Allan Hills 97111,8.9,1997.0,-76.71667,159.66666999999998
5225,Bur-Abor,290000.0,1997.0,3.9833300000000005,41.65
5404,Cerro del Inca,20600.0,1997.0,-22.21667,-68.90833
5470,Columbus,165.0,1997.0,31.82967,-107.3945
5807,Dar al Gani 1000,17.920000000000005,1997.0,27.0135,16.36583
5991,Dar al Gani 226,90.0,1997.0,27.086,16.03683
5992,Dar al Gani 227,235.0,1997.0,27.09017,16.032
5993,Dar al Gani 228,738.0,1997.0,27.13717,15.8445
5994,Dar al Gani 229,125.0,1997.0,27.1405,15.974829999999999
5995,Dar al Gani 230,438.0,1997.0,27.152829999999998,15.962670000000001
5996,Dar al Gani 231,932.0,1997.0,27.1685,15.958329999999998
5997,Dar al Gani 232,1338.0,1997.0,27.16583,16.086170000000003
5998,Dar al Gani 233,172.0,1997.0,27.165329999999997,16.21317
5999,Dar al Gani 234,244.0,1997.0,27.17717,16.26683
6000,Dar al Gani 235,193.0,1997.0,27.185670000000002,16.31833
6001,Dar al Gani 236,189.0,1997.0,27.194,16.36133
6002,Dar al Gani 237,437.0,1997.0,27.09933,16.37983
6003,Dar al Gani 238,134.0,1997.0,27.15217,16.056829999999998
6004,Dar al Gani 239,335.0,1997.0,27.18267,16.0905
6005,Dar al Gani 240,39.0,1997.0,27.19483,16.06917
6006,Dar al Gani 241,24.0,1997.0,27.1975,16.062
6007,Dar al Gani 242,69.0,1997.0,27.2025,16.052670000000003
6008,Dar al Gani 243,297.0,1997.0,27.216,16.032329999999998
6009,Dar al Gani 244,115.0,1997.0,27.18617,16.11117
6010,Dar al Gani 245,224.0,1997.0,27.188,16.128829999999997
6011,Dar al Gani 246,61.0,1997.0,27.1885,16.13083
6012,Dar al Gani 247,107.0,1997.0,27.2035,16.2
6013,Dar al Gani 248,1890.0,1997.0,27.206670000000003,16.2045
6014,Dar al Gani 249,62.0,1997.0,27.21017,16.22083
6015,Dar al Gani 250,57.0,1997.0,27.218329999999998,16.254170000000002
6016,Dar al Gani 251,2412.0,1997.0,27.11583,16.376829999999998
6017,Dar al Gani 252,206.0,1997.0,27.1145,16.35517
6018,Dar al Gani 253,237.0,1997.0,27.114829999999998,16.343329999999998
6019,Dar al Gani 254,617.0,1997.0,27.11267,16.31583
6020,Dar al Gani 255,374.0,1997.0,27.112170000000003,16.296329999999998
6021,Dar al Gani 256,7141.0,1997.0,27.06117,16.17817
6022,Dar al Gani 257,135.0,1997.0,27.069670000000002,16.1675
6023,Dar al Gani 258,76.0,1997.0,27.107329999999997,16.12633
6024,Dar al Gani 259,578.0,1997.0,27.145329999999998,16.08367
6025,Dar al Gani 260,116.0,1997.0,27.14767,16.08083
6026,Dar al Gani 261,220.0,1997.0,27.165,16.02083
6027,Dar al Gani 262,513.0,1997.0,27.183670000000003,16.30033
6028,Dar al Gani 263,151.0,1997.0,27.1885,16.31483
6029,Dar al Gani 264,68.0,1997.0,27.20267,16.42083
6030,Dar al Gani 265,119.0,1997.0,27.10383,16.38867
6031,Dar al Gani 266,178.0,1997.0,27.10633,16.374
6032,Dar al Gani 267,791.0,1997.0,27.11133,16.27967
6033,Dar al Gani 268,128.0,1997.0,27.123170000000002,16.223
6034,Dar al Gani 269,307.0,1997.0,27.12833,16.209670000000003
6035,Dar al Gani 270,175.0,1997.0,27.18383,16.128829999999997
6036,Dar al Gani 271,229.0,1997.0,27.18383,16.128829999999997
6037,Dar al Gani 272,607.0,1997.0,27.18383,16.128829999999997
6038,Dar al Gani 273,58.0,1997.0,27.18383,16.128829999999997
6039,Dar al Gani 274,657.0,1997.0,27.251170000000002,16.07333
6040,Dar al Gani 275,492.0,1997.0,27.36233,16.08967
6041,Dar al Gani 276,98.0,1997.0,27.3775,16.193170000000002
6042,Dar al Gani 277,125.0,1997.0,27.3615,16.2145
6043,Dar al Gani 278,97.0,1997.0,27.37817,16.312170000000002
6044,Dar al Gani 279,120.0,1997.0,27.37817,16.312170000000002
6045,Dar al Gani 280,155.0,1997.0,27.40867,16.3185
6046,Dar al Gani 281,80.0,1997.0,27.4595,16.07667
6047,Dar al Gani 282,128.0,1997.0,27.459670000000003,16.072670000000002
6048,Dar al Gani 283,145.0,1997.0,27.4715,16.296
6049,Dar al Gani 284,299.0,1997.0,27.53817,16.44233
6050,Dar al Gani 285,87.0,1997.0,27.253829999999997,16.302329999999998
6051,Dar al Gani 286,367.0,1997.0,27.26183,16.261329999999997
6052,Dar al Gani 287,337.0,1997.0,27.2855,16.176
6053,Dar al Gani 288,110.0,1997.0,27.32667,16.095670000000002
6054,Dar al Gani 289,98.0,1997.0,27.0875,16.051
6055,Dar al Gani 290,730.0,1997.0,27.08817,16.0575
6056,Dar al Gani 291,55.0,1997.0,27.087329999999998,16.058
6057,Dar al Gani 292,78.0,1997.0,27.09967,16.117829999999998
6058,Dar al Gani 293,285.0,1997.0,27.1025,16.134
6059,Dar al Gani 294,1616.0,1997.0,27.202,16.36733
6060,Dar al Gani 295,190.0,1997.0,27.23,16.312170000000002
6061,Dar al Gani 296,384.0,1997.0,27.29133,16.21333
6062,Dar al Gani 297,255.0,1997.0,27.325,16.165
6063,Dar al Gani 298,2459.0,1997.0,26.789170000000002,16.70467
6064,Dar al Gani 299,177.0,1997.0,26.77167,16.11133
6065,Dar al Gani 300,118.0,1997.0,26.944670000000002,16.17933
6066,Dar al Gani 301,217.0,1997.0,26.9715,16.45133
6067,Dar al Gani 302,191.0,1997.0,26.97,16.4625
6068,Dar al Gani 303,365.0,1997.0,27.135,16.2335
6069,Dar al Gani 304,128.0,1997.0,27.1685,16.1845
6070,Dar al Gani 305,339.0,1997.0,27.286170000000002,16.07467
6071,Dar al Gani 306,616.0,1997.0,27.70467,16.18917
6072,Dar al Gani 307,370.0,1997.0,27.523670000000003,16.15117
6073,Dar al Gani 308,394.0,1997.0,27.38467,16.12867
6074,Dar al Gani 309,132.0,1997.0,27.512829999999997,16.162670000000002
6075,Dar al Gani 310,96.0,1997.0,27.292,16.112
6076,Dar al Gani 311,707.0,1997.0,27.1595,16.05283
6077,Dar al Gani 312,117.0,1997.0,27.08867,16.14317
6078,Dar al Gani 313,3294.0,1997.0,26.80733,15.9015
6079,Dar al Gani 314,76.0,1997.0,27.121170000000003,16.331
6080,Dar al Gani 315,525.0,1997.0,27.12217,16.312
6081,Dar al Gani 316,721.0,1997.0,27.2435,16.081
6082,Dar al Gani 317,145.0,1997.0,27.01333,16.1875
6083,Dar al Gani 318,4236.0,1997.0,27.14317,15.873
6084,Dar al Gani 319,740.0,1997.0,27.028,16.35867
6085,Dar al Gani 320,189.0,1997.0,27.03383,16.326
6086,Dar al Gani 321,213.0,1997.0,27.098670000000002,16.14133
6087,Dar al Gani 322,1126.0,1997.0,27.09917,16.14033
6088,Dar al Gani 323,2711.0,1997.0,28.3,15.7175
6089,Dar al Gani 324,433.0,1997.0,28.1815,15.647829999999999
6090,Dar al Gani 325,274.0,1997.0,28.206,15.6355
6091,Dar al Gani 326,386.0,1997.0,27.839,15.877
6092,Dar al Gani 327,50.0,1997.0,27.840670000000003,15.885670000000001
6093,Dar al Gani 328,630.0,1997.0,27.842670000000002,15.8995
6094,Dar al Gani 329,234.0,1997.0,27.129,16.2655
6095,Dar al Gani 330,353.0,1997.0,27.10417,16.1175
6096,Dar al Gani 331,194.0,1997.0,27.1095,16.0745
6097,Dar al Gani 332,280.0,1997.0,27.104670000000002,16.008670000000002
6098,Dar al Gani 333,1050.0,1997.0,27.13017,16.23183
6099,Dar al Gani 334,422.0,1997.0,27.155170000000002,16.2825
6100,Dar al Gani 335,147.0,1997.0,27.2035,16.3115
6101,Dar al Gani 336,171.0,1997.0,27.19367,16.20767
6102,Dar al Gani 337,142.0,1997.0,27.182,16.150170000000003
6103,Dar al Gani 338,131.0,1997.0,27.179,16.11267
6104,Dar al Gani 339,110.0,1997.0,27.1725,16.081329999999998
6105,Dar al Gani 340,591.0,1997.0,27.151329999999998,16.045
6106,Dar al Gani 341,357.0,1997.0,27.082829999999998,16.129
6107,Dar al Gani 342,166.0,1997.0,27.10483,16.1195
6108,Dar al Gani 343,103.0,1997.0,27.15467,16.079
6109,Dar al Gani 344,57.0,1997.0,27.185,16.0995
6110,Dar al Gani 345,84.0,1997.0,27.2165,16.15
6111,Dar al Gani 346,77.0,1997.0,27.2915,16.21333
6112,Dar al Gani 347,47.0,1997.0,27.20283,16.05767
6113,Dar al Gani 348,118.0,1997.0,27.202170000000002,16.058329999999998
6114,Dar al Gani 349,83.0,1997.0,27.226670000000002,16.113
6115,Dar al Gani 350,112.0,1997.0,27.224829999999997,16.24383
6116,Dar al Gani 351,858.0,1997.0,27.17867,16.259
6117,Dar al Gani 352,111.0,1997.0,27.238670000000003,16.12967
6118,Dar al Gani 353,210.0,1997.0,27.5965,15.8705
6119,Dar al Gani 354,82.0,1997.0,27.61717,15.96633
6120,Dar al Gani 355,360.0,1997.0,27.679170000000003,15.865329999999998
6121,Dar al Gani 356,129.0,1997.0,27.8195,15.8945
6122,Dar al Gani 357,478.0,1997.0,27.86617,15.897329999999998
6123,Dar al Gani 358,66.0,1997.0,28.9055,15.827670000000001
6124,Dar al Gani 359,42.0,1997.0,27.92367,15.832170000000001
6125,Dar al Gani 360,87.0,1997.0,27.9275,15.831170000000002
6126,Dar al Gani 361,307.0,1997.0,27.862170000000003,15.87967
6127,Dar al Gani 362,527.0,1997.0,27.858829999999998,15.8815
6128,Dar al Gani 363,639.0,1997.0,27.849829999999997,15.885829999999999
6129,Dar al Gani 364,982.0,1997.0,27.83933,15.891829999999999
6130,Dar al Gani 365,198.0,1997.0,27.841,15.868170000000001
6131,Dar al Gani 366,233.0,1997.0,27.8515,15.8715
6132,Dar al Gani 367,136.0,1997.0,27.85967,15.880170000000001
6133,Dar al Gani 368,263.0,1997.0,27.86167,15.883170000000002
6134,Dar al Gani 369,1001.0,1997.0,27.94867,15.901329999999998
6135,Dar al Gani 370,37.0,1997.0,27.832,15.837670000000001
6136,Dar al Gani 371,48.0,1997.0,27.83533,15.8435
6137,Dar al Gani 372,414.0,1997.0,27.876,15.917329999999998
6138,Dar al Gani 373,173.0,1997.0,27.91483,15.961829999999999
6139,Dar al Gani 374,111.0,1997.0,27.87333,15.9135
6140,Dar al Gani 375,188.0,1997.0,27.88683,15.8715
6141,Dar al Gani 376,68.0,1997.0,27.88717,15.86333
6142,Dar al Gani 377,65.0,1997.0,27.8945,15.859329999999998
6143,Dar al Gani 378,68.0,1997.0,27.91617,15.837829999999999
6144,Dar al Gani 379,875.0,1997.0,27.87417,15.887170000000001
6145,Dar al Gani 380,661.0,1997.0,27.44217,16.08217
6146,Dar al Gani 381,930.0,1997.0,27.4345,16.12267
6147,Dar al Gani 382,247.0,1997.0,27.42183,16.17817
6148,Dar al Gani 383,316.0,1997.0,27.411170000000002,16.2
6149,Dar al Gani 384,60.0,1997.0,27.41217,16.201829999999998
6150,Dar al Gani 385,447.0,1997.0,27.4445,16.27433
6151,Dar al Gani 386,772.0,1997.0,27.443170000000002,16.1855
6152,Dar al Gani 387,189.0,1997.0,27.337329999999998,16.20133
6153,Dar al Gani 388,291.0,1997.0,27.1425,16.0595
6154,Dar al Gani 389,61.0,1997.0,27.46133,16.1955
6155,Dar al Gani 390,99.0,1997.0,27.46483,16.18733
6156,Dar al Gani 391,1605.0,1997.0,27.35683,16.167
6157,Dar al Gani 392,718.0,1997.0,27.42383,16.34
6158,Dar al Gani 393,195.0,1997.0,27.4355,16.26633
6159,Dar al Gani 394,167.0,1997.0,27.409,16.20417
6160,Dar al Gani 395,270.0,1997.0,27.76483,16.08633
6247,Dar al Gani 483,153.0,1997.0,27.465329999999998,16.01517
6248,Dar al Gani 484,786.0,1997.0,27.2,16.1
6249,Dar al Gani 485,596.0,1997.0,27.017670000000003,16.38833
6250,Dar al Gani 486,38.0,1997.0,27.18383,16.11433
6251,Dar al Gani 487,8189.0,1997.0,27.383329999999997,16.41667
6252,Dar al Gani 488,3259.0,1997.0,27.26667,16.116670000000003
6253,Dar al Gani 489,2146.0,1997.0,27.133329999999997,16.08333
6254,Dar al Gani 490,170.0,1997.0,27.1885,16.350170000000002
6255,Dar al Gani 491,16.0,1997.0,27.26683,16.06683
6256,Dar al Gani 492,170.0,1997.0,27.151329999999998,16.126829999999998
6257,Dar al Gani 493,850.0,1997.0,26.991670000000003,15.7745
6258,Dar al Gani 494,50.0,1997.0,27.16883,16.138170000000002
6259,Dar al Gani 495,21.0,1997.0,27.201829999999998,16.3835
6260,Dar al Gani 496,78.0,1997.0,26.96017,16.340329999999998
6261,Dar al Gani 497,1604.0,1997.0,27.203329999999998,16.0715
6262,Dar al Gani 498,467.0,1997.0,27.45433,16.2315
6263,Dar al Gani 499,172.0,1997.0,27.33417,16.287329999999997
6264,Dar al Gani 500,1030.0,1997.0,27.33083,16.283170000000002
6265,Dar al Gani 501,992.0,1997.0,27.30033,16.177670000000003
6266,Dar al Gani 502,4242.0,1997.0,27.288829999999997,16.11533
6267,Dar al Gani 503,680.0,1997.0,27.2525,16.069670000000002
6268,Dar al Gani 504,415.0,1997.0,27.25283,16.07167
6269,Dar al Gani 505,240.0,1997.0,27.271829999999998,16.0535
6270,Dar al Gani 506,98.0,1997.0,27.271829999999998,16.0535
6271,Dar al Gani 507,56.0,1997.0,27.271829999999998,16.0535
6272,Dar al Gani 508,103.0,1997.0,27.26683,16.06683
6273,Dar al Gani 509,51.0,1997.0,27.26683,16.06683
6274,Dar al Gani 510,90.0,1997.0,27.26683,16.072
6275,Dar al Gani 511,90.0,1997.0,27.28067,16.06183
6276,Dar al Gani 512,94.0,1997.0,27.183329999999998,16.08333
6277,Dar al Gani 513,281.0,1997.0,27.0555,16.136
6278,Dar al Gani 514,83.0,1997.0,27.0715,16.11583
6279,Dar al Gani 515,894.0,1997.0,27.08983,16.08667
6280,Dar al Gani 516,298.0,1997.0,27.111829999999998,16.084329999999998
6281,Dar al Gani 517,289.0,1997.0,27.11117,16.084329999999998
6282,Dar al Gani 518,114.0,1997.0,27.14167,16.0865
6283,Dar al Gani 519,269.0,1997.0,27.31033,16.2325
6284,Dar al Gani 520,184.0,1997.0,27.31033,16.2325
6285,Dar al Gani 521,1567.0,1997.0,27.311,16.234
6286,Dar al Gani 522,31.0,1997.0,27.3,16.2
6287,Dar al Gani 523,100.0,1997.0,27.1365,16.0835
6288,Dar al Gani 524,86.0,1997.0,27.15183,16.23367
6289,Dar al Gani 525,72.0,1997.0,27.187829999999998,16.1385
6290,Dar al Gani 526,49.0,1997.0,27.0685,16.107
6291,Dar al Gani 527,63.0,1997.0,27.01817,16.0885
6292,Dar al Gani 528,87.0,1997.0,27.017329999999998,16.0885
6293,Dar al Gani 529,101.0,1997.0,27.01867,16.32033
6294,Dar al Gani 530,90.0,1997.0,27.188670000000002,16.3185
6295,Dar al Gani 531,103.0,1997.0,27.188670000000002,16.33383
6296,Dar al Gani 532,142.0,1997.0,27.20017,16.3685
6297,Dar al Gani 533,35.0,1997.0,27.20567,16.371
6298,Dar al Gani 534,34.0,1997.0,27.2025,16.36917
6299,Dar al Gani 535,19.0,1997.0,27.20017,16.350170000000002
6300,Dar al Gani 536,60.0,1997.0,27.2015,16.35517
6301,Dar al Gani 537,46.0,1997.0,27.18767,16.335
6302,Dar al Gani 538,39.0,1997.0,27.1855,16.31683
6303,Dar al Gani 539,28.0,1997.0,27.1835,16.302670000000003
6304,Dar al Gani 540,33.0,1997.0,27.1835,16.30167
6305,Dar al Gani 541,21.0,1997.0,27.186,16.287
6306,Dar al Gani 542,6.0,1997.0,27.18683,16.288
6308,Dar al Gani 544,1589.0,1997.0,26.96333,16.459329999999998
6309,Dar al Gani 545,454.0,1997.0,27.203329999999998,16.08183
6310,Dar al Gani 546,100.0,1997.0,27.20267,16.11717
6311,Dar al Gani 547,29.0,1997.0,27.02317,16.41317
6312,Dar al Gani 548,93.0,1997.0,27.08367,16.133670000000002
6313,Dar al Gani 549,50.0,1997.0,27.2695,16.137829999999997
6314,Dar al Gani 550,34.0,1997.0,27.42383,16.2045
6315,Dar al Gani 551,5265.0,1997.0,27.27683,16.12567
6316,Dar al Gani 552,58.0,1997.0,27.252670000000002,16.0705
6317,Dar al Gani 553,25.0,1997.0,27.28033,16.067
6318,Dar al Gani 554,63.0,1997.0,27.271829999999998,16.0535
6319,Dar al Gani 555,11.0,1997.0,27.271829999999998,16.05667
6320,Dar al Gani 556,361.0,1997.0,27.271829999999998,16.076829999999998
6321,Dar al Gani 557,97.0,1997.0,27.211,16.35183
6322,Dar al Gani 558,1125.0,1997.0,27.54767,15.847
6323,Dar al Gani 559,403.0,1997.0,27.1915,16.293670000000002
6324,Dar al Gani 560,260.3,1997.0,27.19083,16.29283
6325,Dar al Gani 561,83.52,1997.0,27.20117,16.3175
6326,Dar al Gani 562,373.0,1997.0,27.09367,16.4205
6327,Dar al Gani 563,119.38,1997.0,27.30017,16.141170000000002
6328,Dar al Gani 564,167.69,1997.0,26.89517,16.5515
6329,Dar al Gani 566,223.83,1997.0,27.205170000000003,16.139329999999998
6330,Dar al Gani 567,21.44,1997.0,27.23583,16.06033
6331,Dar al Gani 568,24.7,1997.0,27.27833,16.10833
6332,Dar al Gani 569,184.95,1997.0,27.29117,16.1275
6333,Dar al Gani 570,1250.0,1997.0,27.547,15.859329999999998
6410,Dar al Gani 647,1425.0,1997.0,27.16667,16.133329999999997
6414,Dar al Gani 651,84.0,1997.0,27.11683,16.10033
6497,Dar al Gani 734,1378.0,1997.0,27.131829999999997,16.05
6498,Dar al Gani 735,588.0,1997.0,27.16667,16.16667
6712,Dar al Gani 956,15000.0,1997.0,27.13267,15.9925
6719,Dar al Gani 963,484.0,1997.0,27.11083,16.04417
9207,El Atchane 014,13.0,1997.0,29.16667,3.7333300000000005
9208,El Atchane 015,717.0,1997.0,28.9,4.5166699999999995
9210,El Atchane 017,148.0,1997.0,29.53333,4.316669999999999
9227,El Hammami,240000.0,1997.0,23.28333,-10.81667
12436,Frontier Mountain 97001,4.8,1997.0,-72.95333000000001,160.48083
12437,Frontier Mountain 97002,0.3,1997.0,-72.95333000000001,160.48389
12438,Frontier Mountain 97003,0.2,1997.0,-72.95333000000001,160.48389
12439,Frontier Mountain 97004,5.1,1997.0,-72.955,160.44138999999998
12440,Frontier Mountain 97005,1.0,1997.0,-72.95278,160.43917
12441,Frontier Mountain 97006,1.6,1997.0,-72.95361,160.44083
12442,Frontier Mountain 97007,2.3,1997.0,-72.95278,160.44028
12443,Frontier Mountain 97008,14.9,1997.0,-72.95278,160.44083
12444,Frontier Mountain 97009,0.8,1997.0,-72.95333000000001,160.44028
12445,Frontier Mountain 97010,23.1,1997.0,-72.95306,160.4825
12446,Frontier Mountain 97011,0.8,1997.0,-72.95222,160.50333
12447,Frontier Mountain 97012,0.2,1997.0,-72.95278,160.44138999999998
12448,Frontier Mountain 97013,21.4,1997.0,-72.95361,160.44611
12449,Frontier Mountain 97015,0.7,1997.0,-72.95306,160.4475
12450,Frontier Mountain 97016,5.1,1997.0,-72.9525,160.445
12451,Frontier Mountain 97019,1.4,1997.0,-72.95167,160.455
12452,Frontier Mountain 97020,6.0,1997.0,-72.95167,160.45917
12453,Frontier Mountain 97022,2.9,1997.0,-72.94944,160.465
12454,Frontier Mountain 97023,2.5,1997.0,-72.95389,160.44833
12455,Frontier Mountain 97024,16.1,1997.0,-72.95333000000001,160.5225
12456,Frontier Mountain 97025,28.2,1997.0,-72.95333000000001,160.5225
12457,Frontier Mountain 97026,1.4,1997.0,-72.95333000000001,160.5225
12458,Frontier Mountain 97027,20.5,1997.0,-72.95222,160.51778000000002
12459,Frontier Mountain 97028,15.6,1997.0,-72.95222,160.51778000000002
12460,Frontier Mountain 97029,26.1,1997.0,-72.955,160.52806
12461,Frontier Mountain 97030,60.4,1997.0,-72.955,160.52806
12462,Frontier Mountain 97031,1.9,1997.0,-72.95333000000001,160.52222
12463,Frontier Mountain 97032,13.1,1997.0,-72.9525,160.52028
12464,Frontier Mountain 97033,29.1,1997.0,-72.95361,160.50528
12465,Frontier Mountain 97034,3.8,1997.0,-72.94944,160.51221999999999
12466,Frontier Mountain 97035,5.1,1997.0,-72.96778,160.4775
12467,Frontier Mountain 97036,1.0,1997.0,-72.98944,160.4125
12468,Frontier Mountain 97037,0.6,1997.0,-72.98889,160.40722
12469,Frontier Mountain 97038,0.5,1997.0,-72.98833,160.40722
12470,Frontier Mountain 97039,1.3,1997.0,-72.98833,160.40694
12471,Frontier Mountain 97040,0.5,1997.0,-72.98833,160.40722
12472,Frontier Mountain 97041,7.8,1997.0,-72.98833,160.40667
12473,Frontier Mountain 97042,2.6,1997.0,-72.98971999999999,160.40667
12474,Frontier Mountain 97043,1.1,1997.0,-72.98971999999999,160.40667
12475,Frontier Mountain 97044,8.9,1997.0,-72.98944,160.4075
12476,Frontier Mountain 97045,14.9,1997.0,-72.98861,160.40694
12477,Frontier Mountain 97046,3.4,1997.0,-72.98971999999999,160.40583
12478,Frontier Mountain 97047,0.8,1997.0,-72.98666999999999,160.40861
12479,Frontier Mountain 97048,1.0,1997.0,-72.98971999999999,160.40944
12480,Frontier Mountain 97049,2.9,1997.0,-72.98889,160.40611
12481,Frontier Mountain 97050,1.8,1997.0,-72.98861,160.40888999999999
12482,Frontier Mountain 97051,6.6,1997.0,-72.98861,160.40694
12483,Frontier Mountain 97052,12.4,1997.0,-72.955,160.43389
12484,Frontier Mountain 97053,11.3,1997.0,-72.95333000000001,160.47778
12485,Frontier Mountain 97054,1.8,1997.0,-72.98971999999999,160.40888999999999
12486,Frontier Mountain 97055,9.1,1997.0,-72.98917,160.40556
12487,Frontier Mountain 97056,1.6,1997.0,-72.99056,160.40556
12488,Frontier Mountain 97058,8.9,1997.0,-72.98971999999999,160.40667
12489,Frontier Mountain 97059,4.0,1997.0,-72.98971999999999,160.40667
12490,Frontier Mountain 97060,6.1,1997.0,-72.99278000000001,160.40444
12491,Frontier Mountain 97061,4.2,1997.0,-72.99167,160.40472
12492,Frontier Mountain 97062,5.6,1997.0,-72.99417,160.3975
12493,Frontier Mountain 97063,3.6,1997.0,-72.99139,160.40528
12494,Frontier Mountain 97064,3.5,1997.0,-72.99139,160.40444
12495,Frontier Mountain 97065,5.1,1997.0,-72.99110999999999,160.40583
12496,Frontier Mountain 97066,1.8,1997.0,-72.99028,160.405
13026,Grein 001,710.3,1997.0,21.229,10.75633
13027,Grein 002,608.9,1997.0,20.7145,11.11567
13028,Grein 003,490.6,1997.0,20.567829999999997,11.34583
16168,Hammadah al Hamra 198,190.0,1997.0,28.55,13.35017
16169,Hammadah al Hamra 199,140.0,1997.0,28.572,13.1525
16170,Hammadah al Hamra 200,280.0,1997.0,28.588829999999998,13.1065
16171,Hammadah al Hamra 201,127.0,1997.0,28.62133,13.25883
16172,Hammadah al Hamra 202,386.0,1997.0,28.633,13.223670000000002
16173,Hammadah al Hamra 203,740.0,1997.0,28.44117,12.9795
16174,Hammadah al Hamra 204,184.0,1997.0,28.525,13.198329999999999
16175,Hammadah al Hamra 205,1880.0,1997.0,28.565170000000002,13.276329999999998
16176,Hammadah al Hamra 206,1100.0,1997.0,28.588829999999998,13.334
16177,Hammadah al Hamra 207,333.0,1997.0,28.59217,13.340329999999998
16178,Hammadah al Hamra 208,188.0,1997.0,28.60867,13.4395
16179,Hammadah al Hamra 209,440.0,1997.0,28.65217,13.14117
16180,Hammadah al Hamra 210,403.0,1997.0,28.564,13.278670000000002
16181,Hammadah al Hamra 211,63.0,1997.0,28.478170000000002,13.2565
16182,Hammadah al Hamra 212,565.0,1997.0,28.48217,13.239170000000001
16183,Hammadah al Hamra 213,1209.0,1997.0,28.482,13.318670000000001
16184,Hammadah al Hamra 214,1637.0,1997.0,28.502670000000002,13.231329999999998
16185,Hammadah al Hamra 215,88.0,1997.0,28.51333,13.005
16186,Hammadah al Hamra 216,333.0,1997.0,30.208170000000003,12.937330000000001
16187,Hammadah al Hamra 217,1267.0,1997.0,28.548,13.0285
16188,Hammadah al Hamra 218,2540.0,1997.0,28.64483,13.323
16189,Hammadah al Hamra 219,609.0,1997.0,28.600170000000002,13.4235
16190,Hammadah al Hamra 220,4153.0,1997.0,28.932,12.62533
16191,Hammadah al Hamra 221,1227.0,1997.0,29.22083,11.54067
16192,Hammadah al Hamra 222,3393.0,1997.0,29.187,11.60167
16193,Hammadah al Hamra 223,2833.0,1997.0,29.186329999999998,11.60567
16194,Hammadah al Hamra 224,820.0,1997.0,29.31867,12.01017
16195,Hammadah al Hamra 225,2469.0,1997.0,28.959329999999998,12.334
16196,Hammadah al Hamra 226,476.0,1997.0,28.6595,12.41317
16197,Hammadah al Hamra 227,1920.0,1997.0,28.66,12.64833
16198,Hammadah al Hamra 228,404.0,1997.0,28.511329999999997,13.204170000000001
16199,Hammadah al Hamra 229,666.0,1997.0,29.176170000000003,11.63383
16200,Hammadah al Hamra 230,809.0,1997.0,29.142329999999998,11.88317
16201,Hammadah al Hamra 231,209.0,1997.0,29.13617,11.92567
16202,Hammadah al Hamra 232,572.0,1997.0,29.108829999999998,12.012
16203,Hammadah al Hamra 233,123.0,1997.0,29.087,12.07783
16204,Hammadah al Hamra 234,133.0,1997.0,29.076,11.97533
16205,Hammadah al Hamra 235,537.0,1997.0,29.01717,12.08667
16206,Hammadah al Hamra 236,8261.0,1997.0,28.526329999999998,13.06517
16207,Hammadah al Hamra 237,3173.0,1997.0,28.60933,13.04917
16208,Hammadah al Hamra 238,266.0,1997.0,28.93083,13.126
16209,Hammadah al Hamra 239,393.0,1997.0,28.478170000000002,13.14417
16210,Hammadah al Hamra 240,1624.0,1997.0,29.44983,11.36117
16211,Hammadah al Hamra 241,1579.0,1997.0,29.44367,11.35383
